word_index	level	word	pinyin	part_of_speech	pinyin_numbered	pinyin_cc-cedict	traditional_cc-cedict	definition_cc-cedict
8387	7-9	浓缩	nóngsuō	动	nong2 suo1	nong2 suo1	濃縮	to concentrate; to condense/(nuclear energy) to enrich/espresso coffee (abbr. for 意式濃縮咖啡|意式浓缩咖啡[Yi4 shi4 nong2 suo1 ka1 fei1])
8388	7-9	浓郁	nóngyù	形	nong2 yu4	nong2 yu4	濃郁	rich/strong/heavy (fragrance)/dense/full-bodied/intense
8389	7-9	浓重	nóngzhòng	形	nong2 zhong4	nong2 zhong4	濃重	dense/thick/strong/rich (colors)/heavy (aroma)/deep (friendship)/profound (effect)
8390	7-9	弄虚作假	nòngxū-zuòjiǎ		nong4 xu1 zuo4 jia3	nong4 xu1 zuo4 jia3	弄虛作假	to practice fraud (idiom); by trickery
8391	7-9	奴隶	núlì	名	nu2 li4	nu2 li4	奴隸	slave
8392	7-9	女方	nǚfāng	名	nü3 fang1	nü3 fang1	女方	the bride's side (of a wedding)/of the bride's party
8393	7-9	女婿	nǚxu	名	nü3 xu5	nü3 xu5	女婿	daughter's husband; son-in-law
8394	7-9	暖烘烘	nuǎnhōnghōng	形	nuan3 hong1 hong1	nuan3 hong1 hong1	暖烘烘	nice and warm/cozy/heartwarming
8395	7-9	虐待	nüèdài	动	nüe4 dai4	nüe4 dai4	虐待	to mistreat/to maltreat/to abuse/mistreatment/maltreatment
8396	7-9	挪	nuó	动	nuo2	nuo2	挪	to shift/to move
8397	7-9	诺言	nuòyán	名	nuo4 yan2	nuo4 yan2	諾言	promise
8398	7-9	殴打	ōudǎ	动	ou1 da3	ou1 da3	毆打	to beat up/to come to blows/battery (law)
8399	7-9	呕吐	ǒutù	动	ou3 tu4	ou3 tu4	嘔吐	to vomit
8400	7-9	趴	pā	动	pa1	pa1	趴	to lie on one's stomach/to lean forward, resting one's upper body (on a desktop etc)/(Tw) percent
8401	7-9	拍板	pāibǎn	动	pai1 ban3	pai1 ban3	拍板	wooden clappers (percussion instrument)/to beat time with clappers (for a singer)/(auctioneer's) board or gavel/to slap the board to signal a sale; to bring down the gavel/(fig.) to make a decision; to have the final say
8402	7-9	拍卖	pāimài	动	pai1 mai4	pai1 mai4	拍賣	to auction/auction sale/to sell at a reduced price
8403	7-9	排查	páichá	动	pai2 cha2	pai2 cha2	排查	to inspect/to run through a checklist/to take stock/to audit
8404	7-9	排斥	páichì	动	pai2 chi4	pai2 chi4	排斥	to reject/to exclude/to eliminate/to remove/to repel
8405	7-9	排行榜	páihángbǎng	名	pai2 hang2 bang3	pai2 hang2 bang3	排行榜	the charts (of best-sellers)/table of ranking
8406	7-9	徘徊	páihuái	动	pai2 huai2	pai2 huai2	徘徊	to pace back and forth/to dither; to hesitate/(of sales figures etc) to fluctuate
8407	7-9	牌照	páizhào	名	pai2 zhao4	pai2 zhao4	牌照	(business) license/vehicle license/car registration/license plate
8408	7-9	派别	pàibié	名	pai4 bie2	pai4 bie2	派別	group; sect; clique; faction; school
8409	7-9	派遣	pàiqiǎn	动	pai4 qian3	pai4 qian3	派遣	to send (on a mission); to dispatch
8410	7-9	攀	pān	动	pan1	pan1	攀	to climb (by pulling oneself up)/to implicate/to claim connections of higher status
8411	7-9	攀登	pāndēng	动	pan1 deng1	pan1 deng1	攀登	to climb/to pull oneself up/to clamber/to scale/fig. to forge ahead in the face of hardships and danger
8412	7-9	攀升	pānshēng	动	pan1 sheng1	pan1 sheng1	攀升	to clamber up/(of prices etc) to rise
8413	7-9	盘算	pánsuan	动	pan2 suan5	pan2 suan4	盤算	to plot/to scheme/to calculate
8414	7-9	盘旋	pánxuán	动	pan2 xuan2	pan2 xuan2	盤旋	to spiral/to circle/to go around/to hover/to orbit
8415	7-9	判	pàn	动	pan4	pan4	判	(bound form) to differentiate; to distinguish/(bound form) clearly (different)/to judge; to decide; to grade/(of a judge) to sentence
8416	7-9	盼	pàn	动	pan4	pan4	盼	to hope for/to long for/to expect
8417	7-9	判处	pànchǔ	动	pan4 chu3	pan4 chu3	判處	to sentence/to condemn
8418	7-9	判定	pàndìng	动	pan4 ding4	pan4 ding4	判定	to judge/to decide/judgment/determination
8419	7-9	判决	pànjué	动	pan4 jue2	pan4 jue2	判決	judgment (by a court of law)/to pass judgment on/to sentence
8420	7-9	叛逆	pànnì	动、名	pan4 ni4	pan4 ni4	叛逆	to rebel/to revolt/a rebel
8421	7-9	旁人	pángrén	代	pang2 ren2	pang2 ren2	旁人	other people/bystanders/onlookers/outsiders
8422	7-9	螃蟹	pángxiè	名	pang2 xie4	pang2 xie4	螃蟹	crab/CL:隻|只[zhi1]
8423	7-9	胖乎乎	pànghūhū	形	pang4 hu1 hu1	pang4 hu1 hu1	胖乎乎	chubby
8424	7-9	抛弃	pāoqì	动	pao1 qi4	pao1 qi4	拋棄	to abandon/to discard/to renounce/to dump (sb)
8425	7-9	刨	páo	动	pao2	pao2	刨	to dig/to excavate/(coll.) to exclude/not to count/to deduct/to subtract
8426	7-9	跑龙套	pǎolóngtào		pao3 long2 tao4	pao3 long2 tao4	跑龍套	to play a small role
8427	7-9	炮	pào	名	pao4	pao4	炮/砲	cannon/CL:座[zuo4]/firecracker/variant of 炮[pao4]
8428	7-9	泡沫	pàomò	名	pao4 mo4	pao4 mo4	泡沫	foam/(soap) bubble/(economic) bubble
8429	7-9	胚胎	pēitāi	名	pei1 tai1	pei1 tai1	胚胎	embryo
8430	7-9	佩戴	pèidài	动	pei4 dai4	pei4 dai4	佩戴	to wear (as an accessory: jewelry, pedometer, ID card etc)
8431	7-9	配方	pèifāng	动、名	pei4 fang1	pei4 fang1	配方	prescription/cooking recipe/formulation/completing the square (to solve quadratic equation, math.)
8432	7-9	配件	pèijiàn	名	pei4 jian4	pei4 jian4	配件	component/part/fitting/accessory/replacement part
8433	7-9	配角	pèijué	名	pei4 jue2	pei4 jue2	配角	supporting role; minor role/(of actors) to perform together
8434	7-9	配偶	pèi’ǒu	名	pei4 ou3	pei4 ou3	配偶	spouse
8435	7-9	配音	pèiyīn	动	pei4 yin1	pei4 yin1	配音	dubbing (filmmaking)
8436	7-9	配置	pèizhì	动	pei4 zhi4	pei4 zhi4	配置	to deploy/to allocate/configuration/allocation
8437	7-9	喷泉	pēnquán	名	pen1 quan2	pen1 quan2	噴泉	fountain
8438	7-9	盆地	péndì	名	pen2 di4	pen2 di4	盆地	(geography) basin/depression
8439	7-9	抨击	pēngjī	动	peng1 ji1	peng1 ji1	抨擊	to attack (verbally or in writing)
8440	7-9	烹饪	pēngrèn	动	peng1 ren4	peng1 ren4	烹飪	cooking; culinary arts
8441	7-9	烹调	pēngtiáo	动	peng1 tiao2	peng1 tiao2	烹調	to cook
8442	7-9	棚	péng	名	peng2	peng2	棚	shed/canopy/shack
8443	7-9	蓬勃	péngbó	形	peng2 bo2	peng2 bo2	蓬勃	vigorous; flourishing; full of vitality
8444	7-9	鹏程万里	péngchéng-wànlǐ		peng2 cheng2 wan4 li3	peng2 cheng2 wan4 li3	鵬程萬里	the fabled roc flies ten thousand miles (idiom)/one's future prospects are brilliant
8445	7-9	澎湃	péngpài	形	peng2 pai4	peng2 pai4	澎湃	(of the sea etc) surging; tempestuous/(fig.) highly emotional; fervent
8446	7-9	膨胀	péngzhàng	动	peng2 zhang4	peng2 zhang4	膨脹	to expand/to inflate/to swell
8447	7-9	捧场	pěngchǎng	动	peng3 chang3	peng3 chang3	捧場	to show one's support for a performer or theatrical troupe etc by attending their show; to attend an event to cheer on the participants/to patronize a restaurant or store/to sing the praises of
8448	7-9	碰钉子	pèngdīngzi		peng4 ding1 zi5	peng4 ding1 zi5	碰釘子	to meet with a rebuff
8449	7-9	碰巧	pèngqiǎo	副	peng4 qiao3	peng4 qiao3	碰巧	by chance/by coincidence/to happen to
8450	7-9	劈	pī	动	pi1	pi1	劈	to hack/to chop/to split open/(of lightning) to strike
8451	7-9	批发	pīfā	动	pi1 fa1	pi1 fa1	批發	wholesale/bulk trade/distribution
8452	7-9	披露	pīlù	动	pi1 lu4	pi1 lu4	披露	to reveal/to publish/to make public/to announce
8453	7-9	批判	pīpàn	动	pi1 pan4	pi1 pan4	批判	to criticize/critique/CL:個|个[ge4]
8454	7-9	脾	pí	名	pi2	pi2	脾	spleen
8455	7-9	疲惫	píbèi	形	pi2 bei4	pi2 bei4	疲憊	beaten/exhausted/tired
8456	7-9	皮革	pígé	名	pi2 ge2	pi2 ge2	皮革	leather/CL:張|张[zhang1]
8457	7-9	疲倦	píjuàn	形	pi2 juan4	pi2 juan4	疲倦	to tire/tired
8458	7-9	匹配	pǐpèi	动	pi3 pei4	pi3 pei4	匹配	to mate or marry/to match/matching/compatible
8459	7-9	屁股	pìgu	名	pi4 gu5	pi4 gu5	屁股	buttocks/bottom/butt/back part
8460	7-9	僻静	pìjìng	形	pi4 jing4	pi4 jing4	僻靜	lonely/secluded
8461	7-9	媲美	pìměi	动	pi4 mei3	pi4 mei3	媲美	to match/is comparable with
8462	7-9	譬如	pìrú	动	pi4 ru2	pi4 ru2	譬如	for example; for instance; such as
8463	7-9	偏	piān	形、动、副	pian1	pian1	偏	to lean/to slant/oblique/prejudiced/to deviate from average/to stray from the intended line/stubbornly/contrary to expectations
8464	7-9	偏爱	piān’ài	动	pian1 ai4	pian1 ai4	偏愛	to be partial towards sth/to favor/to prefer/preference/favorite
8465	7-9	偏差	piānchā	名	pian1 cha1	pian1 cha1	偏差	bias/deviation
8466	7-9	篇幅	piānfú	名	pian1 fu2	pian1 fu5	篇幅	length (of a piece of writing)/space occupied on a printed page
8467	7-9	偏见	piānjiàn	名	pian1 jian4	pian1 jian4	偏見	prejudice/bias
8468	7-9	偏离	piānlí	动	pian1 li2	pian1 li2	偏離	to deviate/to diverge/to wander
8469	7-9	偏旁	piānpáng	名	pian1 pang2	pian1 pang2	偏旁	component of a Chinese character (as the radical or the phonetic part)
8470	7-9	偏僻	piānpì	形	pian1 pi4	pian1 pi4	偏僻	remote/desolate/far from the city
8471	7-9	偏偏	piānpiān	副	pian1 pian1	pian1 pian1	偏偏	(indicating that sth turns out just the opposite of what one would wish) unfortunately; as it happened/(indicating that sth is the opposite of what would be normal or reasonable) stubbornly; contrarily; against reason/(indicating that sb or a group is singled out) precisely; only; of all people
8472	7-9	偏向	piānxiàng	名、动	pian1 xiang4	pian1 xiang4	偏向	partial towards sth/to prefer/to incline/erroneous tendencies (Leftist or Revisionist deviation)
8473	7-9	偏远	piānyuǎn	形	pian1 yuan3	pian1 yuan3	偏遠	remote/far from civilization
8474	7-9	片子	piānzi	名	pian1 zi5	pian1 zi5	片子	film/movie/film reel/phonograph record/X-ray image
8475	7-9	片段	piànduàn	名	pian4 duan4	pian4 duan4	片段	fragment (of speech etc)/extract (from book etc)/episode (of story etc)
8476	7-9	漂泊	piāobó	动	piao1 bo2	piao1 bo2	漂泊	(of a boat) to float; to drift; to lie at anchor/(fig.) to roam; to lead a wandering existence
8477	7-9	飘浮	piāofú	动	piao1 fu2	piao1 fu2	飄浮	to float/to hover/also written 漂浮
8478	7-9	漂浮	piāofú	动	piao1 fu2	piao1 fu2	漂浮	to float/to hover/to drift (also fig., to lead a wandering life)/to rove/showy/superficial
8479	7-9	漂流	piāoliú	动	piao1 liu2	piao1 liu2	漂流	to float on the current/to drift along or about/rafting
8480	7-9	飘扬	piāoyáng	动	piao1 yang2	piao1 yang2	飄揚	to wave/to flutter/to fly
8481	7-9	票房	piàofáng	名	piao4 fang2	piao4 fang2	票房	box office
8482	7-9	撇	piě	动、名	pie3	pie3	撇	to throw/to cast/left-slanting downward brush stroke (calligraphy)
8483	7-9	拼搏	pīnbó	动	pin1 bo2	pin1 bo2	拼搏	to struggle/to wrestle
8484	7-9	拼接	pīnjiē	动	pin1 jie1	pin1 jie1	拼接	to put together/to join
8485	7-9	拼命	pīnmìng	动、副	pin1 ming4	pin1 ming4	拼命	to do one's utmost; with all one's might; at all costs; (to work or fight) as if one's life depends on it
8486	7-9	贫乏	pínfá	形	pin2 fa2	pin2 fa2	貧乏	impoverished/lacking/deficient/limited/meager/impoverishment/lack/deficiency
8487	7-9	频频	pínpín	副	pin2 pin2	pin2 pin2	頻頻	repeatedly/again and again/continuously/constantly
8488	7-9	贫穷	pínqióng	形	pin2 qiong2	pin2 qiong2	貧窮	poor/impoverished
8489	7-9	品德	pǐndé	名	pin3 de2	pin3 de2	品德	moral character
8490	7-9	品位	pǐnwèi	名	pin3 wei4	pin3 wei4	品位	rank/grade/quality/(aesthetic) taste
8491	7-9	品味	pǐnwèi	动、名	pin3 wei4	pin3 wei4	品味	to sample; to taste/to appreciate/one's taste (i.e. in music, literature, fashion, food and drink etc); good taste
8492	7-9	品行	pǐnxíng	名	pin3 xing2	pin3 xing2	品行	behavior/moral conduct
8493	7-9	聘	pìn	动	pin4	pin4	聘	to employ; to appoint/(bound form) to betroth/(coll.) (of a woman) to get married; to be marrried off/(literary) to visit another state as an envoy on a diplomatic mission/Taiwan pr. [ping4]
8494	7-9	聘任	pìnrèn	动	pin4 ren4	pin4 ren4	聘任	to appoint (to a position)/appointed
8495	7-9	聘用	pìnyòng	动	pin4 yong4	pin4 yong4	聘用	to employ/to hire
8496	7-9	屏蔽	píngbì	动	ping2 bi4	ping2 bi4	屏蔽	to screen/to block (sth or sb)/to shield/(protective) shield
8497	7-9	平淡	píngdàn	形	ping2 dan4	ping2 dan4	平淡	flat/dull/ordinary/nothing special
8498	7-9	评定	píngdìng	动	ping2 ding4	ping2 ding4	評定	to evaluate/to make one's judgment
8499	7-9	平房	píngfáng	名	ping2 fang2	ping2 fang2	平房	bungalow/single-story house/see 平房區|平房区[Ping2 fang2 Qu1]
8500	7-9	平和	pínghé	形	ping2 he2	ping2 he2	平和	gentle/mild/moderate/placid/see 平和縣|平和县[Ping2 he2 Xian4]
8501	7-9	平价	píngjià	动、名	ping2 jia4	ping2 jia4	平價	reasonably priced/inexpensive/to keep prices down/(currency exchange) parity
8502	7-9	瓶颈	píngjǐng	名	ping2 jing3	ping2 jing3	瓶頸	neck of a bottle/(fig.) bottleneck/problem that impedes progress
8503	7-9	平面	píngmiàn	名	ping2 mian4	ping2 mian4	平面	plane (flat surface)/print media
8504	7-9	评判	píngpàn	动	ping2 pan4	ping2 pan4	評判	to judge (a competition)/to appraise
8505	7-9	平日	píngrì	名	ping2 ri4	ping2 ri4	平日	ordinary day/everyday/ordinarily/usually
8506	7-9	评审	píngshěn	动、名	ping2 shen3	ping2 shen3	評審	to appraise/to evaluate/to judge
8507	7-9	萍水相逢	píngshuǐ-xiāngféng		ping2 shui3 xiang1 feng2	ping2 shui3 xiang1 feng2	萍水相逢	strangers coming together by chance (idiom)
8508	7-9	平坦	píngtǎn	形	ping2 tan3	ping2 tan3	平坦	level/even/smooth/flat
8509	7-9	评委	píngwěi	名	ping2 wei3	ping2 wei3	評委	evaluation committee; judging panel/judging panel member; adjudicator (abbr. for 評選委員會委員|评选委员会委员[ping2 xuan3 wei3 yuan2 hui4 wei3 yuan2])
8510	7-9	平稳	píngwěn	形	ping2 wen3	ping2 wen3	平穩	smooth; steady
8511	7-9	平息	píngxī	动	ping2 xi1	ping2 xi1	平息	(of wind etc) to subside; to die down/to quell; to smooth over (a dispute etc)/to suppress (a rebellion etc)
8512	7-9	平行	píngxíng	形、动	ping2 xing2	ping2 xing2	平行	parallel (in a spatial or geometric sense, or figuratively)/on an equal footing; on the same level/simultaneous; concurrent
8513	7-9	平庸	píngyōng	形	ping2 yong1	ping2 yong1	平庸	mediocre/indifferent/commonplace
8514	7-9	平原	píngyuán	名	ping2 yuan2	ping2 yuan2	平原	field/plain/CL:個|个[ge4]
8515	7-9	屏障	píngzhàng	名	ping2 zhang4	ping2 zhang4	屏障	barrier
8516	7-9	凭证	píngzhèng	名	ping2 zheng4	ping2 zheng4	憑證	proof/certificate/receipt/voucher
8517	7-9	颇	pō	副	po1	po1	頗	rather/quite/considerably/oblique/inclined/slanting/Taiwan pr. [po3]/surname Po/Taiwan pr. [Po3]
8518	7-9	泼冷水	pōlěngshuǐ		po1 leng3 shui3	po1 leng3 shui3	潑冷水	to pour cold water on/(fig.) to dampen sb's enthusiasm
8519	7-9	破案	pò’àn	动	po4 an4	po4 an4	破案	to solve a criminal case
8520	7-9	迫不及待	pòbùjídài		po4 bu4 ji2 dai4	po4 bu4 ji2 dai4	迫不及待	(idiom) unable to hold oneself back; eager to do sth without delay
8521	7-9	破除	pòchú	动	po4 chu2	po4 chu2	破除	to eliminate/to do away with/to get rid of
8522	7-9	迫害	pòhài	动	po4 hai4	po4 hai4	迫害	to persecute
8523	7-9	破解	pòjiě	动	po4 jie3	po4 jie3	破解	to break (a bond, constraint etc)/to explain/to unravel/to decipher/to decode/to crack (software)
8524	7-9	破旧	pòjiù	形	po4 jiu4	po4 jiu4	破舊	shabby
8525	7-9	破例	pòlì	动	po4 li4	po4 li4	破例	to make an exception
8526	7-9	魄力	pòlì	名	po4 li4	po4 li4	魄力	courage/daring/boldness/resolution/drive
8527	7-9	破裂	pòliè	动	po4 lie4	po4 lie4	破裂	to burst; to rupture/(of a relationship etc) to break down
8528	7-9	破灭	pòmiè	动	po4 mie4	po4 mie4	破滅	to be shattered/to be annihilated (of hope, illusions etc)
8529	7-9	迫使	pòshǐ	动	po4 shi3	po4 shi3	迫使	to force; to compel
8530	7-9	破碎	pòsuì	动	po4 sui4	po4 sui4	破碎	to smash to pieces/to shatter
8531	7-9	扑克	pūkè	名	pu1 ke4	pu1 ke4	撲克	poker (game) (loanword)/playing cards
8532	7-9	铺路	pūlù	动	pu1 lu4	pu1 lu4	鋪路	to pave (with paving stones)/to lay a road/(fig.) to lay the groundwork (for sth)/to give a present to sb to ensure success
8533	7-9	扑面而来	pūmiàn’érlái		pu1 mian4 er2 lai2	pu1 mian4 er2 lai2	撲面而來	lit. sth hits one in the face/directly in one's face/sth assaults the senses/blatant (advertising)/eye-catching/(a smell) assaults the nostrils
8534	7-9	菩萨	púsà	名	pu2 sa4	pu2 sa4	菩薩	(Buddhism) bodhisattva
8535	7-9	谱	pǔ	名、动	pu3	pu3	譜	chart/list/table/register/score (music)/spectrum (physics)/to set to music
8536	7-9	朴实	pǔshí	形	pu3 shi2	pu3 shi2	樸實	plain/simple/guileless/down-to-earth/sincere and honest
8537	7-9	瀑布	pùbù	名	pu4 bu4	pu4 bu4	瀑布	waterfall
8538	7-9	沏	qī	动	qi1	qi1	沏	to steep (tea)
8539	7-9	漆	qī	名、动	qi1	qi1	漆	paint/lacquer/CL:道[dao4]/to paint (furniture, walls etc)
8540	7-9	欺负	qīfu	动	qi1 fu5	qi1 fu5	欺負	to bully
8541	7-9	漆黑	qīhēi	形	qi1 hei1	qi1 hei1	漆黑	pitch-black
8542	7-9	凄凉	qīliáng	形	qi1 liang2	qi1 liang2	悽涼/淒涼	desolate (place)/mournful; miserable
8543	7-9	期盼	qīpàn	动	qi1 pan4	qi1 pan4	期盼	to expect; to await
8544	7-9	蹊跷	qīqiao	形	qi1 qiao5	qi1 qiao1	蹊蹺	odd; queer; strange; fishy
8545	7-9	欺诈	qīzhà	动	qi1 zha4	qi1 zha4	欺詐	to cheat
8546	7-9	七嘴八舌	qīzuǐ-bāshé		qi1 zui3 ba1 she2	qi1 zui3 ba1 she2	七嘴八舌	lively discussion with everybody talking at once
8547	7-9	祈祷	qídǎo	动	qi2 dao3	qi2 dao3	祈禱	to pray; to say a prayer
8548	7-9	奇观	qíguān	名	qi2 guan1	qi2 guan1	奇觀	spectacle; impressive sight
8549	7-9	奇妙	qímiào	形	qi2 miao4	qi2 miao4	奇妙	wonderful; marvelous; intriguing; mysterious; strange
8550	7-9	旗袍	qípáo	名	qi2 pao2	qi2 pao2	旗袍	cheongsam, a traditional Chinese dress for women, originally a long robe worn by Manchu women, later modernized in 20th-century Shanghai into a close-fitting dress with a high collar and side slits
8551	7-9	崎岖	qíqū	形	qi2 qu1	qi2 qu1	崎嶇	rugged/craggy
8552	7-9	歧视	qíshì	动	qi2 shi4	qi2 shi4	歧視	to discriminate against/discrimination
8553	7-9	奇特	qítè	形	qi2 te4	qi2 te4	奇特	peculiar/unusual/queer
8554	7-9	齐心协力	qíxīn-xiélì		qi2 xin1 xie2 li4	qi2 xin1 xie2 li4	齊心協力	to work with a common purpose (idiom); to make concerted efforts/to pull together/to work as one
8555	7-9	旗帜	qízhì	名	qi2 zhi4	qi2 zhi4	旗幟	ensign/flag
8556	7-9	起步	qǐbù	动	qi3 bu4	qi3 bu4	起步	to set out/to set in motion/the start (of some activity)
8557	7-9	起草	qǐcǎo	动	qi3 cao3	qi3 cao3	起草	to make a draft/to draw up (plans)
8558	7-9	启程	qǐchéng	动	qi3 cheng2	qi3 cheng2	啟程	to set out on a journey
8559	7-9	起程	qǐchéng	动	qi3 cheng2	qi3 cheng2	起程	to set out/to leave
8560	7-9	启迪	qǐdí	动	qi3 di2	qi3 di2	啟迪	to edify/enlightenment
8561	7-9	起伏	qǐfú	动	qi3 fu2	qi3 fu2	起伏	to move up and down/to undulate/ups and downs
8562	7-9	乞丐	qǐgài	名	qi3 gai4	qi3 gai4	乞丐	beggar
8563	7-9	起哄	qǐhòng	动	qi3 hong4	qi3 hong4	起鬨	to heckle/rowdy jeering/to create a disturbance
8564	7-9	起劲	qǐjìn	形	qi3 jin4	qi3 jin4	起勁	energetic; vigorous; enthusiastic
8565	7-9	起码	qǐmǎ	形	qi3 ma3	qi3 ma3	起碼	at the minimum; at the very least
8566	7-9	启蒙	qǐméng	动	qi3 meng2	qi3 meng2	啟矇/啟蒙	to instruct the young/to initiate/to awake sb from ignorance/to free sb from prejudice or superstition/primer/enlightened/the Enlightenment/Western learning from the late Qing dynasty/variant of 啟蒙|启蒙[qi3 meng2]/to instruct the young
8567	7-9	起跑线	qǐpǎoxiàn	名	qi3 pao3 xian4	qi3 pao3 xian4	起跑線	the starting line (of a race)/scratch line (in a relay race)
8568	7-9	乞求	qǐqiú	动	qi3 qiu2	qi3 qiu2	乞求	to beg
8569	7-9	起诉	qǐsù	动	qi3 su4	qi3 su4	起訴	to sue/to bring a lawsuit against/to prosecute
8570	7-9	乞讨	qǐtǎo	动	qi3 tao3	qi3 tao3	乞討	to beg/to go begging
8571	7-9	企图	qǐtú	动、名	qi3 tu2	qi3 tu2	企圖	to attempt/to try/attempt/CL:種|种[zhong3]
8572	7-9	启用	qǐyòng	动	qi3 yong4	qi3 yong4	啟用	to start using/(computing) to enable (a feature)
8573	7-9	岂有此理	qǐyǒucǐlǐ		qi3 you3 ci3 li3	qi3 you3 ci3 li3	豈有此理	how can this be so? (idiom); preposterous/ridiculous/absurd
8574	7-9	器材	qìcái	名	qi4 cai2	qi4 cai2	器材	equipment/material
8575	7-9	气愤	qìfèn	形	qi4 fen4	qi4 fen4	氣憤	indignant/furious
8576	7-9	气管	qìguǎn	名	qi4 guan3	qi4 guan3	氣管	windpipe/trachea/respiratory tract/air duct/gas pipe
8577	7-9	器官	qìguān	名	qi4 guan1	qi4 guan1	器官	(physiology) organ; apparatus
8578	7-9	契机	qìjī	名	qi4 ji1	qi4 ji1	契機	opportunity/turning point/juncture
8579	7-9	迄今	qìjīn	动	qi4 jin1	qi4 jin1	迄今	so far/to date/until now
8580	7-9	器具	qìjù	名	qi4 ju4	qi4 ju4	器具	implement; utensil; equipment
8581	7-9	气流	qìliú	名	qi4 liu2	qi4 liu2	氣流	stream of air/airflow/slipstream/draft/breath/turbulence (of aircraft)
8582	7-9	气馁	qìněi	形	qi4 nei3	qi4 nei3	氣餒	to be discouraged
8583	7-9	气派	qìpài	名、形	qi4 pai4	qi4 pai4	氣派	impressive/stylish/magnificent/imposing manner/dignified air
8584	7-9	气泡	qìpào	名	qi4 pao4	qi4 pao4	氣泡	bubble/blister (in metal)/(of beverages) sparkling/carbonated
8585	7-9	气魄	qìpò	名	qi4 po4	qi4 po4	氣魄	spirit/boldness/positive outlook/imposing attitude
8586	7-9	弃权	qìquán	动	qi4 quan2	qi4 quan2	棄權	to waive a right/to abstain (from voting)/(sports) to forfeit (a game); to voluntarily withdraw from a match
8587	7-9	气色	qìsè	名	qi4 se4	qi4 se4	氣色	complexion
8588	7-9	气势	qìshì	名	qi4 shi4	qi4 shi4	氣勢	imposing manner/loftiness/grandeur/energetic looks/vigor
8589	7-9	气息	qìxī	名	qi4 xi1	qi4 xi1	氣息	breath/smell/odor/flavor
8590	7-9	气象	qìxiàng	名	qi4 xiang4	qi4 xiang4	氣象	meteorological condition; weather/meteorology/atmosphere; ambience; scene
8591	7-9	器械	qìxiè	名	qi4 xie4	qi4 xie4	器械	apparatus/instrument/equipment/weapon
8592	7-9	气压	qìyā	名	qi4 ya1	qi4 ya1	氣壓	atmospheric pressure/barometric pressure
8593	7-9	契约	qìyuē	名	qi4 yue1	qi4 yue1	契約	agreement/contract
8594	7-9	器重	qìzhòng	动	qi4 zhong4	qi4 zhong4	器重	to regard sth as valuable; to think highly of (a younger person, a subordinate etc)
8595	7-9	掐	qiā	动	qia1	qia1	掐	to pick (flowers)/to pinch/to nip/to pinch off/to clutch/(slang) to fight
8596	7-9	卡	qiǎ	动、名	qia3	qia3	卡	to block/to be stuck/to be wedged/customs station/a clip/a fastener/a checkpost/Taiwan pr. [ka3]
8597	7-9	恰到好处	qiàdào-hǎochù		qia4 dao4 hao3 chu4	qia4 dao4 hao3 chu4	恰到好處	it's just perfect/it's just right
8598	7-9	恰巧	qiàqiǎo	副	qia4 qiao3	qia4 qiao3	恰巧	by chance; as chance would have it
8599	7-9	恰如其分	qiàrú-qífèn		qia4 ru2 qi2 fen4	qia4 ru2 qi2 fen4	恰如其分	(idiom) appropriate/apt/just right
8600	7-9	洽谈	qiàtán	动	qia4 tan2	qia4 tan2	洽談	to discuss
8601	7-9	迁	qiān	动	qian1	qian1	遷	to move/to shift/to change (a position or location etc)/to promote
8602	7-9	签2	qiān	名	qian1	qian1	簽/籖/籤	Japanese variant of 籤|签[qian1]/inscribed bamboo stick (used in divination, gambling, drawing lots etc)/small wood sliver/label/tag/to sign one's name/to write brief comments on a document/inscribed bamboo stick (variant of 籤|签[qian1])/visa
8603	7-9	千变万化	qiānbiàn-wànhuà		qian1 bian4 wan4 hua4	qian1 bian4 wan4 hua4	千變萬化	countless changes/constant permutation
8604	7-9	牵扯	qiānchě	动	qian1 che3	qian1 che3	牽扯	to involve; to implicate/to be interrelated
8605	7-9	千方百计	qiānfāng-bǎijì		qian1 fang1 bai3 ji4	qian1 fang1 bai3 ji4	千方百計	lit. thousand ways, a hundred plans (idiom); by every possible means
8606	7-9	牵挂	qiānguà	动	qian1 gua4	qian1 gua4	牽掛	to worry about/to be concerned about
8607	7-9	迁就	qiānjiù	动	qian1 jiu4	qian1 jiu4	遷就	to yield to; to adapt to; to accommodate oneself to (sth)
8608	7-9	千军万马	qiānjūn-wànmǎ		qian1 jun1 wan4 ma3	qian1 jun1 wan4 ma3	千軍萬馬	magnificent army with thousands of men and horses (idiom); impressive display of manpower/all the King's horses and all the King's men
8609	7-9	千钧一发	qiānjūn-yífà		qian1 jun1 yi2 fa4	qian1 jun1 yi1 fa4	千鈞一髮	lit. a thousand pounds hangs by a thread (idiom)/fig. (at the) critical; perilous (moment)
8610	7-9	牵涉	qiānshè	动	qian1 she4	qian1 she4	牽涉	to involve/implicated
8611	7-9	签署	qiānshǔ	动	qian1 shu3	qian1 shu3	簽署	to sign (an agreement)
8612	7-9	牵头	qiāntóu	动	qian1 tou2	qian1 tou2	牽頭	to lead (an animal by the head)/to take the lead/to coordinate (a combined operation)/to mediate/a go-between (e.g. marriage broker)
8613	7-9	迁徙	qiānxǐ	动	qian1 xi3	qian1 xi3	遷徙	to migrate/to move
